release_date,title,release_year,vote_average,vote_count
2002-05-19,To Be and to Have,2002,7.2,31.0
2003-06-11,The Triplets of Belleville,2003,7.3,233.0
1983-02-04,Videodrome,1983,7.1,464.0
2003-02-28,Life and Debt,2003,6.3,5.0
2001-06-15,Lagaan: Once Upon a Time in India,2001,7.2,125.0
1961-12-01,Judgment at Nuremberg,1961,7.6,161.0
1990-08-01,Journey of Hope,1990,7.7,3.0
1978-04-23,"Same Time, Next Year",1978,6.5,18.0
1991-10-01,A Brief History of Time,1991,7.4,37.0
1974-12-22,Jacob the Liar,1974,7.3,7.0
1989-03-24,Leningrad Cowboys Go America,1989,6.7,27.0
1939-06-08,The Rules of the Game,1939,7.7,109.0
1976-11-05,The Song Remains the Same,1976,8.0,23.0
1954-07-22,Seven Brides for Seven Brothers,1954,7.1,117.0
1985-07-26,Kiss of the Spider Woman,1985,6.8,53.0
1976-04-04,All the President's Men,1976,7.6,424.0
1994-03-04,Angie,1994,5.0,11.0
1996-07-27,The Apartment,1996,6.5,37.0
2001-01-20,Avalon,2001,6.8,93.0
1987-08-28,Babette's Feast,1987,7.0,81.0
1998-10-13,The Barber of Siberia,1998,7.2,32.0
1992-04-03,Beethoven,1992,5.6,425.0
1993-12-14,Beethoven's 2nd,1993,5.0,175.0
1986-01-10,Black Moon Rising,1986,5.9,29.0
1991-07-12,Boyz n the Hood,1991,7.4,377.0
1991-12-10,Bugsy,1991,6.0,83.0
1976-06-26,Bugsy Malone,1976,6.5,71.0
1991-10-07,By the Sword,1991,5.2,9.0
1986-03-21,Cobra,1986,5.6,402.0
2000-09-29,Common Wealth,2000,6.9,57.0
1992-10-16,Consenting Adults,1992,5.6,27.0
1985-01-31,Phenomena,1985,6.7,146.0
1985-09-19,Crimewave,1985,5.3,26.0
1995-04-23,Crying Freeman,1995,6.3,69.0
2000-10-19,Time and Tide,2000,5.9,26.0
1983-03-31,The Meaning of Life,1983,7.2,506.0
1968-12-04,Where Eagles Dare,1968,7.4,233.0
1984-08-17,Tightrope,1984,6.1,85.0
1991-02-08,Sleeping with the Enemy,1991,6.1,228.0
1994-04-29,PCU,1994,6.0,42.0
1990-12-06,The Rookie,1990,5.6,134.0
1966-01-20,The Ghost & Mr. Chicken,1966,6.6,29.0
1984-12-05,City Heat,1984,5.1,49.0
1985-02-15,Into the Night,1985,6.4,59.0
1987-10-09,Three O'Clock High,1987,6.6,64.0
1990-09-14,White Hunter Black Heart,1990,6.5,58.0
1985-07-01,Come and See,1985,8.1,174.0
1991-05-03,A Rage in Harlem,1991,5.8,17.0
2000-08-01,Ginger Snaps,2000,6.6,211.0
1979-08-03,More American Graffiti,1979,4.8,23.0
1993-08-20,The Ballad of Little Jo,1993,5.9,5.0
1991-09-27,Under Suspicion,1991,6.1,15.0
1992-03-27,Ruby,1992,3.0,4.0
1967-09-05,The Reluctant Astronaut,1967,6.0,18.0
1968-07-10,The Shakiest Gun in the West,1968,6.2,20.0
1994-08-26,It's Pat,1994,3.4,16.0
1974-11-22,Sunday in the Country,1974,7.8,2.0
1992-08-21,The Gun in Betty Lou's Handbag,1992,4.1,7.0
1952-08-01,Sudden Fear,1952,7.1,20.0
2001-01-01,Nobody's Baby,2001,4.7,7.0
1991-07-10,Regarding Henry,1991,6.6,152.0
2000-05-18,The Debut,2000,5.3,4.0
1993-08-20,Wilder Napalm,1993,6.5,10.0
1980-08-02,Contamination,1980,5.4,20.0
1960-02-01,The Amazing Transparent Man,1960,4.1,12.0
1939-04-07,Love Affair,1939,6.1,16.0
2000-10-27,Once in the Life,2000,5.5,2.0
2002-09-10,Try Seventeen,2002,6.1,30.0
1971-12-14,The Hospital,1971,6.7,24.0
1992-03-13,Article 99,1992,5.5,12.0
1972-05-01,Images,1972,6.7,15.0
1983-05-01,Eureka,1983,5.8,14.0
1994-11-04,Oleanna,1994,5.8,8.0
1989-09-16,Chattahoochee,1989,6.1,10.0
1987-09-18,Tough Guys Don't Dance,1987,4.8,6.0
1994-09-02,There Goes My Baby,1994,8.5,2.0
1977-08-24,Kingdom of the Spiders,1977,5.6,31.0
1970-11-05,Scrooge,1970,6.5,38.0
1992-12-18,Leap of Faith,1992,5.1,49.0
1992-07-10,Gas Food Lodging,1992,5.8,12.0
1967-12-14,In Cold Blood,1967,7.4,83.0
1987-04-10,Campus Man,1987,5.2,3.0
1965-10-11,The Bedford Incident,1965,7.0,24.0
2000-11-22,Murderous Maids,2000,7.2,9.0
1942-06-06,Yankee Doodle Dandy,1942,7.4,57.0
1993-06-05,Ninja Scroll,1993,7.4,126.0
1962-03-09,Knife in the Water,1962,7.1,73.0
1941-10-29,The Devil and Daniel Webster,1941,7.7,20.0
1991-07-26,Mobsters,1991,5.7,34.0
2002-03-11,Charlotte Sometimes,2002,5.8,3.0
2003-10-03,Out of Time,2003,6.1,305.0
2003-10-03,School of Rock,2003,6.8,1454.0
2002-11-29,Concert for George,2002,8.0,11.0
2003-01-01,The Event,2003,6.7,3.0
2003-09-19,9 Dead Gay Guys,2003,5.1,11.0
2003-01-26,The Station Agent,2003,7.4,213.0
2003-10-23,Wonderland,2003,6.2,73.0
2002-10-22,Bus 174,2002,7.7,30.0
2003-10-07,Mystic River,2003,7.6,1473.0
2003-10-10,Good Boy!,2003,4.6,31.0
2003-04-11,House of the Dead,2003,2.8,106.0
2003-09-02,Intolerable Cruelty,2003,5.8,400.0
2003-10-10,Kill Bill: Vol. 1,2003,7.7,5091.0
2003-10-03,Dopamine,2003,5.0,5.0
2003-02-09,The Flower of Evil,2003,5.7,10.0
2003-07-05,Girls Will Be Girls,2003,5.0,9.0
2002-01-01,Porn Theater,2002,6.5,9.0
2003-10-09,Runaway Jury,2003,6.9,354.0
2003-10-17,The Texas Chainsaw Massacre,2003,6.1,670.0
2003-01-19,Pieces of April,2003,6.4,64.0
2002-08-31,Returner,2002,6.7,43.0
2003-10-17,Sylvia,2003,5.6,34.0
2003-07-11,Veronica Guerin,2003,6.8,61.0
2003-09-09,In the Cut,2003,4.7,93.0
2003-10-23,Beyond Borders,2003,6.7,113.0
2003-10-24,Radio,2003,6.8,146.0
2003-10-24,Scary Movie 3,2003,5.8,948.0
2003-10-23,Brother Bear,2003,6.9,1410.0
2003-05-18,Elephant,2003,7.0,410.0
2001-01-01,Gypsy 83,2001,7.4,8.0
2003-10-24,The Singing Detective,2003,5.9,41.0
1969-06-02,The Italian Job,1969,7.1,202.0
1984-09-28,Impulse,1984,4.3,7.0
2003-01-21,Normal,2003,7.2,12.0
1985-11-01,Shoah,1985,8.7,36.0
2002-08-23,Unconditional Love,2002,6.6,19.0
2002-05-21,Sweet Sixteen,2002,6.5,48.0
1988-01-01,Alien from L.A.,1988,2.9,10.0
1977-03-11,Black Sunday,1977,6.8,39.0
1990-01-18,Men of Respect,1990,3.8,5.0
2002-04-13,Interstate 60,2002,7.1,136.0
1976-04-02,Lipstick,1976,5.6,4.0
1992-08-26,Storyville,1992,5.7,6.0
1985-11-08,That was Then... This is Now,1985,5.9,9.0
1994-04-08,Holy Matrimony,1994,4.6,7.0
1957-10-11,The Black Scorpion,1957,5.1,9.0
2002-05-09,The Eye,2002,6.4,108.0
1974-04-07,Captain Kronos: Vampire Hunter,1974,6.0,28.0
1946-10-10,The Jolson Story,1946,6.4,4.0
1941-09-25,You'll Never Get Rich,1941,6.5,10.0
1973-03-31,Frankenstein and the Monster from Hell,1973,6.3,23.0
1997-07-04,Preaching to the Perverted,1997,6.5,8.0
1990-05-16,Chicago Joe and the Showgirl,1990,4.5,3.0
1962-04-01,The Magic Sword,1962,4.2,9.0
1987-09-01,Promised Land,1987,5.3,6.0
1956-10-11,Aparajito,1956,7.9,44.0
1971-08-11,The Hired Hand,1971,6.8,15.0
1970-10-19,Le Cercle Rouge,1970,7.6,116.0
1977-02-25,Man of Marble,1977,5.8,16.0
1942-09-18,Sherlock Holmes and the Voice of Terror,1942,7.3,18.0
1943-09-17,Sherlock Holmes Faces Death,1943,7.2,16.0
1943-04-30,Sherlock Holmes in Washington,1943,7.4,14.0
1956-08-22,The Solid Gold Cadillac,1956,6.8,3.0
2003-10-29,The Human Stain,2003,6.1,124.0
2003-10-31,"Die, Mommie, Die!",2003,6.6,17.0
2001-04-21,Dirt,2001,6.0,1.0
2003-10-13,Girlhood,2003,7.4,5.0
2003-01-01,Mail Order Bride,2003,2.8,3.0
2003-11-14,Shattered Glass,2003,6.6,114.0
2001-01-01,Suspended Animation,2001,0.0,0.0
2003-11-05,The Matrix Revolutions,2003,6.4,3155.0
2003-03-07,The Revolution Will Not Be Televised,2003,7.6,15.0
2003-10-09,Elf,2003,6.4,1007.0
2002-10-10,Standard Time,2002,0.0,0.0
2003-11-07,Billabong Odyssey,2003,0.0,0.0
1999-10-21,Gloomy Sunday,1999,7.8,12.0
2002-12-04,In My Skin,2002,6.3,36.0
2003-06-07,Just an American Boy,2003,0.0,0.0
2003-09-07,Love Actually,2003,7.0,1917.0
2002-05-28,Love Forbidden,2002,6.0,3.0
1991-12-20,Father of the Bride,1991,6.2,355.0
2003-11-12,My Architect,2003,7.0,8.0
2003-11-14,Looney Tunes: Back in Action,2003,5.6,302.0
2003-11-14,Master and Commander: The Far Side of the World,2003,6.9,808.0
2003-01-23,Tupac: Resurrection,2003,8.0,26.0
2003-05-16,The Big Empty,2003,6.1,22.0
2003-11-26,The Missing,2003,6.1,162.0
2003-11-21,The Cat in the Hat,2003,4.9,380.0
2003-11-21,Gothika,2003,5.8,643.0
2003-09-06,21 Grams,2003,7.2,943.0
2003-05-21,The Barbarian Invasions,2003,6.7,80.0
2002-09-27,Blue Gate Crossing,2002,7.2,19.0
2003-11-26,Bad Santa,2003,6.4,666.0
2003-11-25,The Haunted Mansion,2003,5.1,481.0
2003-11-26,Timeline,2003,5.4,324.0
1989-04-26,Marquis,1989,5.7,8.0
1992-12-02,Damage,1992,6.7,76.0
2002-01-01,OT: Our Town,2002,5.0,1.0
2002-01-01,Devil's Playground,2002,6.7,14.0
1985-03-01,Dance with a Stranger,1985,5.5,13.0
2002-03-08,Journeys with George,2002,8.0,1.0
1990-08-24,Darkman,1990,6.2,304.0
1945-09-04,Dead of Night,1945,6.8,46.0
1994-12-23,Death Machine,1994,5.8,26.0
1983-04-06,The Last Battle,1983,6.4,34.0
1957-08-02,Desk Set,1957,6.9,28.0
1991-05-11,Europa,1991,7.3,71.0
1996-09-07,The Watermelon Woman,1996,8.0,2.0
1992-02-07,Final Analysis,1992,5.4,61.0
1990-07-20,The Freshman,1990,6.4,69.0
1997-05-14,Funny Games,1997,7.3,385.0
1972-03-09,Tales from the Crypt,1972,7.2,52.0
1991-03-08,New Jack City,1991,6.3,134.0
1990-07-27,Slacker,1990,6.4,79.0
1983-06-03,WarGames,1983,7.0,517.0
1962-06-15,Mr. Hobbs Takes a Vacation,1962,6.0,22.0
1955-01-09,Ordet,1955,7.8,66.0
1952-05-09,Forbidden Games,1952,7.8,68.0
1943-12-24,Jane Eyre,1943,6.6,29.0
1935-12-25,A Tale of Two Cities,1935,6.5,16.0
1928-04-21,The Passion of Joan of Arc,1928,8.2,159.0
1925-12-30,Ben-Hur: A Tale of the Christ,1925,7.3,20.0
1920-02-25,The Cabinet of Dr. Caligari,1920,7.7,279.0
1919-05-13,Broken Blossoms,1919,6.9,41.0
1983-12-15,Gorky Park,1983,6.4,62.0
1979-01-25,The First Great Train Robbery,1979,6.6,74.0
1984-03-30,"Greystoke: The Legend of Tarzan, Lord of the Apes",1984,6.0,111.0
1994-03-11,Guarding Tess,1994,5.9,86.0
1986-02-07,Hannah and Her Sisters,1986,7.6,224.0
1991-03-08,The Hard Way,1991,6.1,116.0
1969-02-23,Hercules in New York,1969,3.7,63.0
1991-01-30,Highlander II: The Quickening,1991,4.5,213.0
1992-12-25,Hoffa,1992,6.1,84.0
1993-06-25,House of Cards,1993,6.7,17.0
1992-06-12,Housesitter,1992,5.6,111.0
1991-05-23,Hudson Hawk,1991,5.4,275.0
1978-12-19,Invasion of the Body Snatchers,1978,7.1,231.0
1990-09-09,Mindwalk,1990,6.5,13.0
1991-11-15,Kafka,1991,6.6,28.0
1990-12-21,Kindergarten Cop,1990,5.8,643.0
1991-02-15,King Ralph,1991,5.3,88.0
1992-01-14,Knight Moves,1992,5.7,47.0
1991-12-11,The Last Boy Scout,1991,6.5,502.0
1972-10-14,Last Tango in Paris,1972,7.1,240.0
1992-12-30,Lorenzo's Oil,1992,6.6,108.0
1992-02-22,The Lover,1992,6.5,100.0
1986-03-07,Matador,1986,6.7,43.0
1990-10-12,Mr. Destiny,1990,6.1,60.0
1955-04-03,The Night of the Hunter,1955,7.9,335.0
1993-01-15,Nowhere to Run,1993,5.5,120.0
1991-05-24,Only the Lonely,1991,6.2,40.0
1987-02-13,Over the Top,1987,5.7,331.0
1992-11-05,Passenger 57,1992,5.6,264.0
1990-07-26,Presumed Innocent,1990,6.6,155.0
1987-04-17,Project X,1987,6.2,77.0
1991-08-15,Proof,1991,6.3,24.0
1991-08-09,Pure Luck,1991,5.5,32.0
2000-12-16,Battle Royale,2000,7.3,992.0
1993-08-04,The Wedding Banquet,1993,6.8,42.0
1975-11-22,"Salò, or the 120 Days of Sodom",1975,6.4,332.0
1992-04-24,A Midnight Clear,1992,6.9,29.0
1987-07-22,Summer School,1987,6.3,68.0
1985-07-10,Silverado,1985,7.1,147.0
1990-07-13,Quick Change,1990,6.3,75.0
1977-04-08,Rabid,1977,6.4,90.0
1992-02-21,Radio Flyer,1992,6.6,54.0
1993-09-10,The Real McCoy,1993,5.8,42.0
1990-02-16,Revenge,1990,6.0,89.0
1987-04-10,The Secret of My Success,1987,6.2,151.0
1998-10-23,Show Me Love,1998,7.1,134.0
1984-06-01,Streets of Fire,1984,6.6,105.0
1985-08-23,Teen Wolf,1985,6.0,292.0
1991-10-23,High Heels,1991,7.2,66.0
1999-10-28,Things You Can Tell Just by Looking at Her,1999,6.4,14.0
1992-04-03,Thunderheart,1992,6.0,68.0
1985-11-01,To Live and Die in L.A.,1985,6.8,129.0
1994-12-02,Trapped in Paradise,1994,5.8,58.0
1986-04-09,Betty Blue,1986,7.5,88.0
1962-09-20,Vivre Sa Vie,1962,7.6,105.0
1990-05-01,Wild at Heart,1990,7.0,341.0
1990-02-16,The Witches,1990,6.7,224.0
1987-06-12,The Witches of Eastwick,1987,6.2,334.0
1985-08-16,Year of the Dragon,1985,6.5,70.0
1997-07-18,Nothing to Lose,1997,6.3,174.0
1933-12-29,Flying Down to Rio,1933,6.6,15.0
1936-02-20,Follow the Fleet,1936,7.1,10.0
1965-06-22,What's New Pussycat?,1965,6.0,40.0
1936-08-28,Mary of Scotland,1936,6.6,8.0
1935-03-08,Roberta,1935,6.1,7.0
1949-04-01,Little Women,1949,7.6,34.0
1936-08-27,Swing Time,1936,7.1,47.0
1931-04-23,The Public Enemy,1931,7.3,77.0
1935-10-09,A Midsummer Night's Dream,1935,5.2,11.0
1947-09-13,Life with Father,1947,6.4,13.0
1944-12-14,National Velvet,1944,7.3,23.0
1973-08-15,Jesus Christ Superstar,1973,7.1,146.0
1939-04-22,Dark Victory,1939,7.0,34.0
1962-07-03,Birdman of Alcatraz,1962,7.0,71.0
1972-12-29,Aguirre: The Wrath of God,1972,7.5,210.0
1946-10-29,Beauty and the Beast,1946,7.8,133.0
1915-02-08,The Birth of a Nation,1915,6.4,109.0
1994-02-02,The Blue Kite,1994,7.4,11.0
1965-10-22,Juliet of the Spirits,1965,7.4,47.0
1961-05-25,Last Year at Marienbad,1961,7.6,103.0
1971-10-13,The Tragedy of Macbeth,1971,7.0,70.0
1948-08-26,Red River,1948,7.3,85.0
1974-09-19,A Woman Under the Influence,1974,7.8,87.0
1939-03-02,Stagecoach,1939,7.6,216.0
1964-06-23,A Shot in the Dark,1964,7.2,115.0
1924-10-13,The Navigator,1924,7.3,38.0
1955-12-24,The Court Jester,1955,7.7,47.0
1968-10-17,Bullitt,1968,7.0,273.0
1920-09-03,Way Down East,1920,6.2,22.0
1938-03-19,Jezebel,1938,7.2,39.0
1939-12-29,The Hunchback of Notre Dame,1939,7.6,34.0
1933-02-02,42nd Street,1933,6.1,38.0
1933-10-06,I'm No Angel,1933,6.3,6.0
1962-06-14,That Touch of Mink,1962,6.2,38.0
1985-10-02,Sweet Dreams,1985,6.9,11.0
1972-05-04,"Play It Again, Sam",1972,7.4,111.0
1964-10-14,Send Me No Flowers,1964,5.9,33.0
1938-10-06,Pygmalion,1938,6.9,20.0
1984-12-14,A Passage to India,1984,6.8,69.0
1959-01-01,Black Orpheus,1959,7.3,45.0
1973-12-13,Amarcord,1973,7.8,171.0
2002-12-19,Hero,2002,7.3,647.0
1932-08-19,Horse Feathers,1932,6.6,40.0
1935-08-30,Anna Karenina,1935,6.6,25.0
1974-12-01,The Front Page,1974,6.9,69.0
2001-04-22,Attraction,2001,6.0,3.0
1977-10-19,Looking for Mr. Goodbar,1977,6.8,25.0
2001-02-13,Rivers and Tides,2001,7.3,13.0
2001-09-05,The Girl from Paris,2001,6.5,15.0
1950-10-30,Seven Days to Noon,1950,6.4,7.0
1984-03-11,Nausicaä of the Valley of the Wind,1984,7.7,808.0
1992-05-08,CrissCross,1992,6.3,8.0
1991-08-02,Doc Hollywood,1991,5.9,154.0
1987-06-25,Dragnet,1987,5.7,139.0
1990-02-16,MadHouse,1990,5.7,18.0
1979-12-13,1941,1979,5.6,145.0
2000-05-03,A Shot at Glory,2000,5.3,10.0
1976-01-01,Black and White in Color,1976,6.0,11.0
1978-07-14,Foul Play,1978,6.3,68.0
1993-06-24,Crime Story,1993,6.7,39.0
1995-06-06,Beyond the Clouds,1995,6.7,25.0
1969-01-25,Blind Beast,1969,7.1,20.0
1970-12-09,Ryan's Daughter,1970,7.6,24.0
1967-02-05,Accident,1967,5.6,15.0
1991-10-11,Cabeza de Vaca,1991,6.8,5.0
1965-06-17,The Collector,1965,6.9,39.0
1975-03-07,Deep Red,1975,7.6,237.0
1955-01-29,Diabolique,1955,7.9,198.0
1993-01-08,Leprechaun,1993,5.1,120.0
1987-03-14,Royal Space Force - The Wings Of Honneamise,1987,6.7,27.0
1990-04-13,Crazy People,1990,5.5,23.0
2003-04-15,Dark Wolf,2003,3.4,9.0
1949-11-18,Adam's Rib,1949,7.2,71.0
1966-12-21,King of Hearts,1966,6.8,15.0
1991-12-27,Naked Lunch,1991,7.0,207.0
1999-09-15,Grass,1999,7.0,10.0
1999-09-01,Spring Forward,1999,6.5,6.0
1976-02-15,The Killing of a Chinese Bookie,1976,7.1,40.0
1991-02-01,Run,1991,5.5,13.0
1936-02-20,Things to Come,1936,6.7,46.0
1989-10-01,Queen of Hearts,1989,5.9,5.0
1965-08-03,Darling,1965,6.5,25.0
1959-11-18,A Summer Place,1959,6.5,11.0
1935-11-08,A Night at the Opera,1935,7.6,109.0
1983-08-19,Metalstorm: The Destruction of Jared-Syn,1983,3.0,13.0
1984-05-18,The Element of Crime,1984,6.7,47.0
1960-10-21,Shoot the Piano Player,1960,7.2,69.0
1968-08-13,Stolen Kisses,1968,7.4,59.0
2003-01-17,The Cooler,2003,6.7,90.0
2002-09-19,El Bonaerense,2002,7.2,10.0
2003-10-31,In America,2003,6.9,97.0
2002-04-13,The Legend of Leigh Bowery,2002,7.0,2.0
2003-01-17,My Flesh and Blood,2003,6.2,5.0
2003-11-24,Honey,2003,6.0,313.0
2003-12-05,The Last Samurai,2003,7.3,1946.0
2002-01-01,Forget Baghdad: Jews and Arabs - The Iraqi Connection,2002,0.0,0.0
2003-01-25,What Alice Found,2003,6.1,4.0
2003-12-25,Big Fish,2003,7.6,2064.0
2003-12-12,Love Don't Cost a Thing,2003,5.4,42.0
2003-12-12,Something's Gotta Give,2003,6.3,422.0
2003-12-10,Stuck on You,2003,5.1,194.0
2003-08-31,Girl with a Pearl Earring,2003,6.4,384.0
2003-12-12,The Statement,2003,5.9,23.0
2003-12-01,The Lord of the Rings: The Return of the King,2003,8.1,8226.0
2003-12-19,Mona Lisa Smile,2003,6.5,406.0
2003-09-02,Calendar Girls,2003,6.6,94.0
2003-12-09,The Fog of War,2003,7.6,69.0
2003-01-01,The Hebrew Hammer,2003,5.9,19.0
2003-12-19,House of Sand and Fog,2003,7.0,202.0
2002-01-01,Two Men Went To War,2002,4.8,4.0
2003-11-16,Monster,2003,7.0,500.0
2003-12-24,Cheaper by the Dozen,2003,6.0,725.0
2003-12-24,Cold Mountain,2003,6.7,545.0
2003-12-25,Paycheck,2003,5.9,594.0
2003-12-25,Peter Pan,2003,6.9,671.0
2003-09-10,The Company,2003,5.7,21.0
2003-12-25,Young Black Stallion,2003,5.4,18.0
2003-09-25,Japanese Story,2003,6.6,25.0
2002-10-16,Secret Things,2002,6.1,24.0
2004-01-09,Chasing Liberty,2004,6.1,154.0
2004-01-09,My Baby's Daddy,2004,4.3,15.0
2003-09-09,Aileen: Life and Death of a Serial Killer,2003,7.6,32.0
2002-12-20,Distant,2002,6.7,37.0
2004-01-16,Along Came Polly,2004,5.8,795.0
2004-01-16,Teacher's Pet,2004,5.5,2.0
2004-01-16,Torque,2004,4.7,121.0
2003-09-12,Crimson Gold,2003,6.8,18.0
2003-05-20,Osama,2003,6.3,33.0
1974-03-27,The Great Gatsby,1974,6.2,144.0
1992-10-16,Wuthering Heights,1992,6.8,61.0
1959-10-15,Odds Against Tomorrow,1959,6.6,12.0
1965-07-29,Ship of Fools,1965,5.4,18.0
1966-02-21,Lord Love a Duck,1966,4.9,8.0
1970-12-15,There's a Girl in My Soup,1970,5.9,17.0
1966-08-03,This Property Is Condemned,1966,6.1,25.0
1987-09-25,Real Men,1987,6.9,16.0
1992-03-06,Once Upon a Crime,1992,5.3,17.0
1987-02-27,Beyond Therapy,1987,3.2,5.0
1988-09-16,Buster,1988,5.5,15.0
1994-01-28,"Car 54, Where Are You?",1994,3.0,5.0
1971-06-04,Jane Eyre,1971,6.5,4.0
1992-03-06,Blame It on the Bellboy,1992,5.8,15.0
1993-08-27,Only the Strong,1993,6.8,30.0
1990-07-11,The Adventures of Ford Fairlane,1990,6.2,72.0
1958-03-17,Bonjour Tristesse,1958,7.0,23.0
1951-02-24,The Enforcer,1951,7.4,21.0
1950-07-20,The Men,1950,6.5,18.0
1975-03-13,Ransom,1975,5.9,19.0
1987-09-18,The Pick-up Artist,1987,5.4,35.0
2003-12-04,Melvin Goes to Dinner,2003,3.8,5.0
1955-12-31,The Court-Martial of Billy Mitchell,1955,7.4,7.0
2003-04-16,Crime Spree,2003,6.1,23.0
2003-04-04,Beyond Re-Animator,2003,5.6,56.0
1998-11-13,Final Cut,1998,5.5,7.0
1967-06-01,Hells Angels on Wheels,1967,6.2,11.0
1975-10-26,The Wind and the Lion,1975,6.7,48.0
1958-05-10,Mon oncle,1958,7.3,98.0
1960-12-28,Where the Boys Are,1960,6.0,6.0
1941-08-12,Dr. Jekyll and Mr. Hyde,1941,6.6,31.0
1953-02-26,Monsieur  Hulot's Holiday,1953,7.3,76.0
1946-12-03,My Darling Clementine,1946,7.5,82.0
1951-08-29,People Will Talk,1951,6.6,20.0
1949-08-19,I Was a Male War Bride,1949,6.7,30.0
1967-06-21,Divorce American Style,1967,5.4,7.0
1957-12-10,Kiss Them for Me,1957,4.9,10.0
1944-10-11,To Have and Have Not,1944,7.6,112.0
1941-01-25,High Sierra,1941,7.0,66.0
1947-09-27,Dark Passage,1947,7.2,81.0
1943-03-11,The Ox-Bow Incident,1943,7.9,71.0
1940-07-27,They Drive by Night,1940,6.7,25.0
1984-12-21,Micki & Maude,1984,6.0,13.0
1931-10-31,Platinum Blonde,1931,6.0,7.0
1936-01-15,Reefer Madness,1936,4.1,31.0
1950-04-30,D.O.A.,1950,7.2,46.0
1948-11-16,The Boy with Green Hair,1948,6.1,19.0
1977-01-18,Pumping Iron,1977,7.0,136.0
2002-06-28,No Good Deed,2002,5.2,56.0
1966-03-29,The Trouble with Angels,1966,7.0,17.0
1992-07-10,Cool World,1992,4.9,135.0
1993-09-10,Money for Nothing,1993,5.1,21.0
1966-02-18,The Silencers,1966,6.5,18.0
1968-04-10,"Where Angels Go, Trouble Follows",1968,4.9,5.0
1983-01-01,Heat and Dust,1983,5.9,7.0
1985-11-18,Mesmerized,1985,4.4,4.0
1954-07-16,La Strada,1954,7.5,196.0
2001-12-22,Ichi the Killer,2001,7.0,228.0
1975-11-20,A Boy and His Dog,1975,6.5,90.0
1976-11-18,The Last Tycoon,1976,6.2,27.0
1958-10-03,Ashes and Diamonds,1958,7.5,46.0
1969-12-11,Marooned,1969,6.8,17.0
1985-03-29,King David,1985,6.1,7.0
1957-04-20,Kanał,1957,7.3,19.0
1989-01-01,Cat Chaser,1989,3.6,7.0
1916-09-04,Intolerance: Love's Struggle Throughout the Ages,1916,7.4,63.0
1961-06-02,The Beast of Yucca Flats,1961,1.6,18.0
1960-09-22,Tormented,1960,5.0,9.0
1956-01-01,The Violent Years,1956,4.0,3.0
1968-12-16,Chitty Chitty Bang Bang,1968,6.8,193.0
2001-08-17,The Legend of Suriyothai,2001,5.1,6.0
1971-05-12,Plaza Suite,1971,6.8,9.0
1970-05-28,The Out of Towners,1970,7.1,24.0
1992-09-11,Where the Day Takes You,1992,5.6,13.0
1962-07-04,The Three Stooges in Orbit,1962,6.0,3.0
1927-02-15,It,1927,6.5,6.0
2004-01-22,The Butterfly Effect,2004,7.3,2119.0
2004-01-23,Win a Date with Tad Hamilton!,2004,5.5,163.0
2003-09-05,Touching the Void,2003,7.6,139.0
2004-01-30,The Big Bounce,2004,5.0,77.0
2004-01-30,The Perfect Score,2004,5.6,136.0
2004-01-30,You Got Served,2004,4.8,75.0
2003-07-10,Latter Days,2003,6.8,57.0
2004-01-20,Barbershop 2:  Back in Business,2004,5.7,77.0
2004-02-06,Catch That Kid,2004,5.0,78.0
2004-02-06,Miracle,2004,7.0,162.0
2002-09-12,An Amazing Couple,2002,7.0,3.0
2003-09-01,The Dreamers,2003,7.2,680.0
2001-09-12,The Lost Skeleton of Cadavra,2001,6.5,30.0
1993-04-23,Who's the Man?,1993,5.0,9.0
1990-03-09,Love at Large,1990,5.1,9.0
1991-04-05,Hangin' With The Homeboys,1991,6.0,10.0
1994-01-01,Sleep with Me,1994,5.3,11.0
1986-03-21,Just Between Friends,1986,2.5,2.0
1972-08-04,Super Fly,1972,7.0,31.0
1977-10-07,A Piece of the Action,1977,6.5,4.0
1975-10-11,Let's Do It Again,1975,7.7,10.0
1974-07-26,Uptown Saturday Night,1974,6.4,14.0
1998-09-11,Hell's Kitchen,1998,5.4,12.0
1993-09-16,The Innocent,1993,6.1,5.0
2001-10-26,Daddy and Them,2001,5.6,6.0
1975-02-01,The Wilby Conspiracy,1975,6.7,6.0
1972-08-25,Blacula,1972,5.7,41.0
1973-06-27,Scream Blacula Scream,1973,6.0,17.0
2000-10-31,Da Hip Hop Witch,2000,1.0,2.0
1984-04-13,Swing Shift,1984,5.0,11.0
1992-12-25,Trespass,1992,6.2,46.0
2003-08-20,Thirteen,2003,6.6,355.0
1992-10-14,Simple Men,1992,7.1,12.0
1976-04-11,The Sailor Who Fell from Grace with the Sea,1976,6.4,7.0
1922-01-11,Foolish Wives,1922,6.4,10.0
1972-11-01,"Silent Night, Bloody Night",1972,5.3,22.0
1947-04-04,The Sin of Harold Diddlebock,1947,6.6,5.0
1994-11-03,Pontiac Moon,1994,4.8,3.0
1984-07-20,Best Defense,1984,3.6,25.0
2004-02-13,50 First Dates,2004,6.6,2161.0
2004-02-24,Welcome to Mooseport,2004,4.8,54.0
2002-09-12,After Life,2002,7.0,2.0
2002-01-01,Face,2002,0.0,0.0
2003-01-01,Kitchen Stories,2003,7.0,24.0
2002-10-22,The Code,2002,5.1,9.0
2003-12-03,Monsieur Ibrahim,2003,7.0,39.0
